idVisitante,idPersona,idAlojamiento,FechaEntrada,FechaSalida
929,3429,19,2015-09-01,
930,3430,19,2015-11-20,
931,3431,19,2015-06-28,
932,3432,19,2015-06-04,
933,3433,19,2015-09-01,
934,3434,19,2015-07-23,
935,3435,19,2015-02-11,
936,3436,19,2015-04-22,
937,3437,19,2015-05-01,
938,3438,19,2015-01-10,
939,3439,19,2015-03-06,
940,3440,19,2015-12-09,
941,3441,19,2015-05-25,
942,3442,19,2015-03-25,
943,3443,19,2015-08-19,
944,3444,19,2015-01-03,
945,3445,19,2015-08-24,
946,3446,19,2015-04-20,
947,3447,19,2015-10-18,
948,3448,19,2015-03-03,
949,3449,19,2015-03-06,
950,3450,19,2015-10-11,
951,3451,20,2015-04-17,
952,3452,20,2015-04-14,
953,3453,20,2015-04-05,
954,3454,20,2015-12-11,
955,3455,20,2015-04-16,
956,3456,20,2015-06-10,
957,3457,20,2015-02-01,
958,3458,20,2015-08-14,
959,3459,20,2015-07-28,
960,3460,20,2015-11-01,
961,3461,20,2015-10-26,
962,3462,20,2015-06-13,
963,3463,20,2015-11-13,
964,3464,20,2015-02-23,
965,3465,20,2015-10-21,
966,3466,20,2015-01-20,
967,3467,20,2015-08-11,
968,3468,20,2015-04-14,
969,3469,20,2015-04-14,
970,3470,20,2015-09-16,
971,3471,20,2015-12-18,
972,3472,20,2015-08-21,
973,3473,20,2015-02-02,
974,3474,20,2015-11-28,
975,3475,20,2015-12-12,
976,3476,20,2015-06-21,
977,3477,20,2015-03-18,
978,3478,20,2015-07-12,
979,3479,20,2015-03-02,
980,3480,20,2015-05-01,
981,3481,20,2015-12-25,
982,3482,20,2015-06-16,
983,3483,20,2015-11-01,
984,3484,20,2015-02-15,
985,3485,20,2015-07-02,
986,3486,20,2015-04-13,
987,3487,20,2015-12-10,
988,3488,20,2015-01-06,
989,3489,20,2015-08-27,
990,3490.20,2015-04-12,
991,3491,20,2015-09-04,
992,3492,20,2015-02-27,
993,3493,20,2015-05-15,
994,3494,20,2015-06-08,
995,3495,20,2015-08-09,
996,3496,20,2015-06-21,
997,3497,20,2015-06-07,
998,3498,20,2015-10-26,
999,3499,20,2015-07-15,
1000,3500,20,2015-02-22,
1001,3501,21,2015-12-10,
1002,3502,21,2015-02-02,
1003,3503,21,2015-03-01,
1004,3504,21,2015-12-27,
1005,3505,21,2015-09-01,
1006,3506,21,2015-10-27,
1007,3507,21,2015-12-08,
1008,3508,21,2015-03-13,
1009,3509,21,2015-12-16,
1010,3510,21,2015-11-21,
1011,3511,21,2015-12-28,
1012,3512,21,2015-03-11,
1013,3513,21,2015-01-26,
1014,3514,21,2015-02-19,
1015,3515,21,2015-01-27,
1016,3516,21,2015-02-17,
1017,3517,21,2015-09-24,
1018,3518,21,2015-08-27,
1019,3519,21,2015-05-18,
1020,3520,21,2015-04-03,
1021,3521,21,2015-07-01,
1022,3522,21,2015-04-14,
1023,3523,21,2015-04-21,
1024,3524,21,2015-08-22,
1025,3525,21,2015-05-06,
1026,3526,21,2015-04-25,
1027,3527,21,2015-06-25,
1028,3528,21,2015-02-14,
1029,3529,21,2015-04-08,
1030,3530,21,2015-11-11,
1031,3531,21,2015-12-04,
1032,3532,21,2015-08-23,
1033,3533,21,2015-06-05,
1034,3534,21,2015-02-14,
1035,3535,21,2015-01-15,
1036,3536,21,2015-10-01,
1037,3537,21,2015-07-16,
1038,3538,21,2015-10-12,
1039,3539,21,2015-11-19,
1040,3540,21,2015-05-14,
1041,3541,21,2015-09-12,
1042,3542,21,2015-06-15,
1043,3543,21,2015-04-24,
1044,3544,21,2015-09-18,
1045,3545,21,2015-03-17,
1046,3546,21,2015-11-03,
1047,3547,21,2015-05-09,
1048,3548,21,2015-05-24,
1049,3549,21,2015-01-14,
1050,3550,21,2015-10-28,
1051,3551,22,2015-10-21,
1052,3552,22,2015-04-09,
1053,3553,22,2015-12-06,
1054,3554,22,2015-05-06,
1055,3555,22,2015-06-13,
1056,3556,22,2015-09-05,
1057,3557,22,2015-08-14,
1058,3558,22,2015-03-18,
1059,3559,22,2015-11-25,
1060,3560,22,2015-05-10,
1061,3561,22,2015-07-09,
1062,3562,22,2015-12-20,
1063,3563,22,2015-07-15,
1064,3564,22,2015-12-10,
1065,3565.22,2015-02-08,
1066,3566,22,2015-02-08,
1067,3567,22,2015-08-25,
1068,3568,22,2015-09-26,
1069,3569,22,2015-12-05,
1070,3570,22,2015-11-17,
1071,3571,22,2015-09-03,
1072,3572,22,2015-04-16,
1073,3573,22,2015-12-04,
1074,3574,22,2015-09-18,
1075,3575,22,2015-01-01,
1076,3576,22,2015-01-04,
1077,3577,22,2015-09-21,
1078,3578,22,2015-08-23,
1079,3579,22,2015-09-01,
1080,3580,22,2015-07-05,
1081,3581,22,2015-05-24,
1082,3582,22,2015-09-23,
1083,3583,22,2015-03-22,
1084,3584,22,2015-10-03,
1085,3585,22,2015-05-26,
1086,3586,22,2015-11-23,
1087,3587,22,2015-01-05,
1088,3588,22,2015-08-28,
1089,3589,22,2015-03-23,
1090,3590,22,2015-11-23,
1091,3591,22,2015-03-07,
1092,3592,22,2015-09-12,
1093,3593,22,2015-03-27,
1094,3594,22,2015-02-17,
1095,3595,22,2015-03-03,
1096,3596,22,2015-07-26,
1097,3597,22,2015-11-01,
1098,3598,22,2015-07-28,
1099,3599,22,2015-05-26,
1100,3600,22,2015-02-25,
1101,3601,23,2015-11-19,
1102,3602,23,2015-08-03,
1103,3603,23,2015-06-22,
1104,3604,23,2015-08-24,
1105,3605,23,2015-02-13,
1106,3606,23,2015-03-08,
1107,3607,23,2015-06-03,
1108,3608,23,2015-03-22,
1109,3609,23,2015-02-06,
1110,3610,23,2015-01-04,
1111,3611,23,2015-04-07,
1112,3612,23,2015-04-06,
1113,3613,23,2015-08-22,
1114,3614,23,2015-03-10,
1115,3615,23,2015-07-03,
1116,3616,23,2015-06-06,
1117,3617,23,2015-11-23,
1118,3618,23,2015-06-11,
1119,3619,23,2015-02-25,
1120,3620,23,2015-07-28,
1121,3621,23,2015-10-12,
1122,3622,23,2015-08-23,
1123,3623,23,2015-03-23,
1124,3624,23,2015-05-25,
1125,3625,23,2015-03-03,
1126,3626,23,2015-07-01,
1127,3627,23,2015-04-23,
1128,3628,23,2015-05-23,
1129,3629,23,2015-12-19,
1130,3630,23,2015-08-02,
1131,3631,23,2015-11-25,
1132,3632,23,2015-05-03,
1133,3633,23,2015-07-21,
1134,3634,23,2015-07-02,
1135,3635,23,2015-08-26,
1136,3636,23,2015-09-12,
1137,3637,23,2015-02-01,
1138,3638,23,2015-05-21,
1139,3639,23,2015-01-06,
1140,3640.23,2015-07-23,
1141,3641,23,2015-01-11,
1142,3642,23,2015-12-03,
1143,3643,23,2015-08-01,
1144,3644,23,2015-09-11,
1145,3645,23,2015-05-11,
1146,3646,23,2015-10-28,
1147,3647,23,2015-08-20,
1148,3648,23,2015-04-12,
1149,3649,23,2015-04-05,
1150,3650,23,2015-01-15,
1151,3651,24,2015-01-20,
1152,3652,24,2015-04-12,
1153,3653,24,2015-04-21,
1154,3654,24,2015-01-26,
1155,3655,24,2015-10-21,
1156,3656,24,2015-12-04,
1157,3657,24,2015-06-13,
1158,3658,24,2015-12-10,
1159,3659,24,2015-08-21,
1160,3660,24,2015-03-03,
1161,3661,24,2015-04-22,
1162,3662,24,2015-09-19,
1163,3663,24,2015-09-05,
1164,3664,24,2015-10-12,
1165,3665,24,2015-04-26,
1166,3666,24,2015-09-10,
1167,3667,24,2015-03-21,
1168,3668,24,2015-10-21,
1169,3669,24,2015-12-13,
1170,3670,24,2015-09-17,
1171,3671,24,2015-10-04,
1172,3672,24,2015-05-15,
1173,3673,24,2015-08-17,
1174,3674,24,2015-04-19,
1175,3675,24,2015-07-02,
1176,3676,24,2015-01-14,
1177,3677,24,2015-02-16,
1178,3678,24,2015-11-08,
1179,3679,24,2015-08-13,
1180,3680,24,2015-04-16,
1181,3681,24,2015-07-13,
1182,3682,24,2015-04-18,
1183,3683,24,2015-03-02,
1184,3684,24,2015-03-01,
1185,3685,24,2015-10-14,
1186,3686,24,2015-08-26,
1187,3687,24,2015-06-15,
1188,3688,24,2015-09-23,
1189,3689,24,2015-01-28,
1190,3690,24,2015-02-23,
1191,3691,24,2015-04-13,
1192,3692,24,2015-09-13,
1193,3693,24,2015-08-27,
1194,3694,24,2015-04-22,
1195,3695,24,2015-07-28,
1196,3696,24,2015-09-21,
1197,3697,24,2015-09-22,
1198,3698,24,2015-08-17,
1199,3699,24,2015-02-20,
1200,3700,24,2015-02-14,
1201,3701,25,2015-05-15,
1202,3702,25,2015-01-04,
1203,3703,25,2015-12-23,
1204,3704,25,2015-06-11,
1205,3705,25,2015-09-21,
1206,3706,25,2015-09-14,
1207,3707,25,2015-04-12,
1208,3708,25,2015-12-03,
1209,3709,25,2015-05-17,
1210,3710,25,2015-01-22,
1211,3711,25,2015-01-05,
1212,3712,25,2015-09-01,
1213,3713,25,2015-04-11,
1214,3714,25,2015-06-04,
1215,3715.25,2015-02-27,
1216,3716,25,2015-10-23,
1217,3717,25,2015-12-27,
1218,3718,25,2015-01-26,
1219,3719,25,2015-01-24,
1220,3720,25,2015-01-11,
1221,3721,25,2015-07-02,
1222,3722,25,2015-03-15,
1223,3723,25,2015-09-15,
1224,3724,25,2015-07-15,
1225,3725,25,2015-04-13,
1226,3726,25,2015-06-02,
1227,3727,25,2015-06-27,
1228,3728,25,2015-10-02,
1229,3729,25,2015-01-01,
1230,3730,25,2015-04-20,
1231,3731,25,2015-10-14,
1232,3732,25,2015-09-18,
1233,3733,25,2015-10-24,
1234,3734,25,2015-08-13,
1235,3735,25,2015-01-05,
1236,3736,25,2015-05-05,
1237,3737,25,2015-08-24,
1238,3738,25,2015-02-14,
1239,3739,25,2015-06-27,
1240,3740,25,2015-06-28,
1241,3741,25,2015-10-14,
1242,3742,25,2015-03-28,
1243,3743,25,2015-10-11,
1244,3744,25,2015-06-16,
1245,3745,25,2015-08-01,
1246,3746,25,2015-07-08,
1247,3747,25,2015-06-18,
1248,3748,25,2015-03-26,
1249,3749,25,2015-04-13,
1250,3750,25,2015-08-28,
1251,3751,26,2015-09-03,
1252,3752,26,2015-01-08,
1253,3753,26,2015-05-04,
1254,3754,26,2015-03-04,
1255,3755,26,2015-06-22,
1256,3756,26,2015-07-05,
1257,3757,26,2015-09-02,
1258,3758,26,2015-07-22,
1259,3759,26,2015-03-04,
1260,3760,26,2015-09-05,
1261,3761,26,2015-11-25,
1262,3762,26,2015-02-02,
1263,3763,26,2015-10-05,
1264,3764,26,2015-01-09,
1265,3765,26,2015-03-06,
1266,3766,26,2015-05-05,
1267,3767,26,2015-08-19,
1268,3768,26,2015-03-03,
1269,3769,26,2015-10-27,
1270,3770,26,2015-04-22,
1271,3771,26,2015-06-27,
1272,3772,26,2015-10-01,
1273,3773,26,2015-12-06,
1274,3774,26,2015-12-18,
1275,3775,26,2015-08-04,
1276,3776,26,2015-06-22,
1277,3777,26,2015-03-08,
1278,3778,26,2015-11-14,
1279,3779,26,2015-10-16,
1280,3780,26,2015-06-11,
1281,3781,26,2015-09-22,
1282,3782,26,2015-01-05,
1283,3783,26,2015-05-03,
1284,3784,26,2015-07-09,
1285,3785,26,2015-04-15,
1286,3786,26,2015-05-05,
1287,3787,26,2015-07-27,
1288,3788,26,2015-02-22,
1289,3789,26,2015-05-25,
1290,3790.26,2015-12-15,
1291,3791,26,2015-08-02,
1292,3792,26,2015-09-12,
1293,3793,26,2015-02-24,
1294,3794,26,2015-11-28,
1295,3795,26,2015-06-20,
1296,3796,26,2015-08-03,
1297,3797,26,2015-07-25,
1298,3798,26,2015-09-23,
1299,3799,26,2015-10-27,
1300,3800,26,2015-11-23,
1301,3801,27,2015-11-17,
1302,3802,27,2015-08-06,
1303,3803,27,2015-11-17,
1304,3804,27,2015-03-06,
1305,3805,27,2015-04-26,
1306,3806,27,2015-09-10,
1307,3807,27,2015-03-20,
1308,3808,27,2015-11-01,
1309,3809,27,2015-02-02,
1310,3810,27,2015-11-25,
1311,3811,27,2015-05-20,
1312,3812,27,2015-10-05,
1313,3813,27,2015-06-21,
1314,3814,27,2015-04-16,
1315,3815,27,2015-04-26,
1316,3816,27,2015-02-25,
1317,3817,27,2015-11-15,
1318,3818,27,2015-03-23,
1319,3819,27,2015-08-22,
1320,3820,27,2015-10-26,
1321,3821,27,2015-10-24,
1322,3822,27,2015-10-01,
1323,3823,27,2015-03-06,
1324,3824,27,2015-12-25,
1325,3825,27,2015-07-17,
1326,3826,27,2015-04-11,
1327,3827,27,2015-06-26,
1328,3828,27,2015-06-05,
1329,3829,27,2015-04-10,
1330,3830,27,2015-07-24,
1331,3831,27,2015-03-08,
1332,3832,27,2015-12-10,
1333,3833,27,2015-11-07,
1334,3834,27,2015-06-10,
1335,3835,27,2015-09-15,
1336,3836,27,2015-12-03,
1337,3837,27,2015-01-08,
1338,3838,27,2015-03-17,
1339,3839,27,2015-09-12,
1340,3840,27,2015-09-14,
1341,3841,27,2015-04-13,
1342,3842,27,2015-05-12,
1343,3843,27,2015-10-24,
1344,3844,27,2015-09-18,
1345,3845,27,2015-03-01,
1346,3846,27,2015-04-25,
1347,3847,27,2015-01-06,
1348,3848,27,2015-03-21,
1349,3849,27,2015-02-24,
1350,3850,27,2015-08-19,
1351,3851,28,2015-05-22,
1352,3852,28,2015-04-28,
1353,3853,28,2015-10-21,
1354,3854,28,2015-03-07,
1355,3855,28,2015-11-19,
1356,3856,28,2015-09-11,
1357,3857,28,2015-01-21,
1358,3858,28,2015-07-08,
1359,3859,28,2015-08-13,
1360,3860,28,2015-08-20,
1361,3861,28,2015-07-05,
1362,3862,28,2015-12-25,
1363,3863,28,2015-03-15,
1364,3864,28,2015-07-17,
1365,3865.28,2015-02-06,
1366,3866,28,2015-09-09,
1367,3867,28,2015-07-09,
1368,3868,28,2015-07-20,
1369,3869,28,2015-06-03,
1370,3870,28,2015-10-01,
1371,3871,28,2015-06-19,
1372,3872,28,2015-12-19,
1373,3873,28,2015-11-15,
1374,3874,28,2015-06-11,
1375,3875,28,2015-02-08,
1376,3876,28,2015-04-09,
1377,3877,28,2015-06-04,
1378,3878,28,2015-01-04,
1379,3879,28,2015-05-22,
1380,3880,28,2015-12-10,
1381,3881,28,2015-01-09,
1382,3882,28,2015-09-13,
1383,3883,28,2015-12-05,
1384,3884,28,2015-04-25,
1385,3885,28,2015-03-15,
1386,3886,28,2015-06-07,
1387,3887,28,2015-03-27,
1388,3888,28,2015-07-28,
1389,3889,28,2015-02-11,
1390,3890,28,2015-09-24,
1391,3891,28,2015-11-28,
1392,3892,28,2015-01-08,
1393,3893,28,2015-02-07,
1394,3894,28,2015-11-11,
1395,3895,28,2015-09-07,
1396,3896,28,2015-03-07,
1397,3897,28,2015-07-19,
1398,3898,28,2015-10-03,
1399,3899,28,2015-07-27,
1400,3900,28,2015-03-06,
1401,3901,29,2015-05-10,
1402,3902,29,2015-09-19,
1403,3903,29,2015-09-12,
1404,3904,29,2015-04-21,
1405,3905,29,2015-08-23,
1406,3906,29,2015-01-18,
1407,3907,29,2015-09-17,
1408,3908,29,2015-07-13,
1409,3909,29,2015-03-01,
1410,3910,29,2015-02-13,
1411,3911,29,2015-04-28,
1412,3912,29,2015-11-08,
1413,3913,29,2015-12-25,
1414,3914,29,2015-04-21,
1415,3915,29,2015-01-02,
1416,3916,29,2015-11-04,
1417,3917,29,2015-12-04,
1418,3918,29,2015-10-10,
1419,3919,29,2015-09-01,
1420,3920,29,2015-09-01,
1421,3921,29,2015-01-15,
1422,3922,29,2015-01-06,
1423,3923,29,2015-03-15,
1424,3924,29,2015-01-07,
1425,3925,29,2015-11-05,
1426,3926,29,2015-05-10,
1427,3927,29,2015-12-16,
1428,3928,29,2015-01-07,
1429,3929,29,2015-01-03,
1430,3930,29,2015-09-27,
1431,3931,29,2015-04-14,
1432,3932,29,2015-07-08,
1433,3933,29,2015-08-11,
1434,3934,29,2015-07-13,
1435,3935,29,2015-06-13,
1436,3936,29,2015-09-16,
1437,3937,29,2015-01-14,
1438,3938,29,2015-02-25,
1439,3939,29,2015-05-04,
1440,3940.29,2015-01-15,
1441,3941,29,2015-12-28,
1442,3942,29,2015-01-07,
1443,3943,29,2015-11-23,
1444,3944,29,2015-10-15,
1445,3945,29,2015-05-17,
1446,3946,29,2015-01-27,
1447,3947,29,2015-05-14,
1448,3948,29,2015-08-08,
1449,3949,29,2015-04-28,
1450,3950,29,2015-07-12,
1451,3951,30,2015-09-25,
1452,3952,30,2015-05-15,
1453,3953,30,2015-02-04,
1454,3954,30,2015-05-20,
1455,3955,30,2015-04-03,
1456,3956,30,2015-03-19,
1457,3957,30,2015-11-12,
1458,3958,30,2015-07-10,
1459,3959,30,2015-01-25,
1460,3960,30,2015-03-14,
1461,3961,30,2015-06-04,
1462,3962,30,2015-12-10,
1463,3963,30,2015-03-18,
1464,3964,30,2015-06-03,
1465,3965,30,2015-01-08,
1466,3966,30,2015-09-05,
1467,3967,30,2015-10-16,
1468,3968,30,2015-11-02,
1469,3969,30,2015-08-05,
1470,3970,30,2015-11-13,
1471,3971,30,2015-12-12,
1472,3972,30,2015-08-26,
1473,3973,30,2015-10-11,
1474,3974,30,2015-08-12,
1475,3975,30,2015-11-06,
1476,3976,30,2015-02-27,
1477,3977,30,2015-05-17,
1478,3978,30,2015-09-06,
1479,3979,30,2015-12-26,
1480,3980,30,2015-09-16,
1481,3981,30,2015-02-21,
1482,3982,30,2015-04-28,
1483,3983,30,2015-10-14,
1484,3984,30,2015-06-26,
1485,3985,30,2015-09-07,
1486,3986,30,2015-02-04,
1487,3987,30,2015-11-15,
1488,3988,30,2015-11-15,
1489,3989,30,2015-07-20,
1490,3990,30,2015-02-06,
1491,3991,30,2015-09-21,
1492,3992,30,2015-10-01,
1493,3993,30,2015-02-17,
1494,3994,30,2015-12-12,
1495,3995,30,2015-01-22,
1496,3996,30,2015-05-05,
1497,3997,30,2015-02-18,
1498,3998,30,2015-04-22,
1499,3999,30,2015-06-14,
1500,4000,30,2015-04-21,
1501,4001,31,2015-09-01,
1502,4002,31,2015-09-13,
1503,4003,31,2015-09-21,
1504,4004,31,2015-09-22,
1505,4005,31,2015-11-14,
1506,4006,31,2015-07-21,
1507,4007,31,2015-06-16,
1508,4008,31,2015-08-10,
1509,4009,31,2015-04-25,
1510,4010,31,2015-10-15,
1511,4011,31,2015-08-13,
1512,4012,31,2015-08-28,
1513,4013,31,2015-03-14,
1514,4014,31,2015-04-24,
1515,4015.31,2015-12-11,
1516,4016,31,2015-09-06,
1517,4017,31,2015-09-14,
1518,4018,31,2015-11-20,
1519,4019,31,2015-02-06,
1520,4020,31,2015-06-26,
1521,4021,31,2015-02-09,
1522,4022,31,2015-03-09,
1523,4023,31,2015-05-16,
1524,4024,31,2015-11-26,
1525,4025,31,2015-04-27,
1526,4026,31,2015-05-13,
1527,4027,31,2015-09-01,
1528,4028,31,2015-01-12,
1529,4029,31,2015-01-07,
1530,4030,31,2015-04-04,
1531,4031,31,2015-09-26,
1532,4032,31,2015-03-25,
1533,4033,31,2015-06-13,
1534,4034,31,2015-05-10,
1535,4035,31,2015-01-09,
1536,4036,31,2015-10-15,
1537,4037,31,2015-03-26,
1538,4038,31,2015-11-07,
1539,4039,31,2015-09-12,
1540,4040,31,2015-05-10,
1541,4041,31,2015-08-12,
1542,4042,31,2015-12-23,
1543,4043,31,2015-01-17,
1544,4044,31,2015-09-25,
1545,4045,31,2015-03-19,
1546,4046,31,2015-05-10,
1547,4047,31,2015-07-23,
1548,4048,31,2015-06-17,
1549,4049,31,2015-01-24,
1550,4050,31,2015-04-25,
1551,4051,32,2015-01-05,
1552,4052,32,2015-07-24,
1553,4053,32,2015-11-27,
1554,4054,32,2015-08-27,
1555,4055,32,2015-11-20,
1556,4056,32,2015-07-19,
1557,4057,32,2015-01-22,
1558,4058,32,2015-04-05,
1559,4059,32,2015-12-01,
1560,4060,32,2015-10-02,
1561,4061,32,2015-06-15,
1562,4062,32,2015-02-08,
1563,4063,32,2015-06-16,
1564,4064,32,2015-11-20,
1565,4065,32,2015-01-05,
1566,4066,32,2015-10-08,
1567,4067,32,2015-07-08,
1568,4068,32,2015-02-19,
1569,4069,32,2015-07-13,
1570,4070,32,2015-02-19,
1571,4071,32,2015-01-05,
1572,4072,32,2015-07-07,
1573,4073,32,2015-07-26,
1574,4074,32,2015-08-23,
1575,4075,32,2015-09-22,
1576,4076,32,2015-05-06,
1577,4077,32,2015-05-21,
1578,4078,32,2015-12-22,
1579,4079,32,2015-09-07,
1580,4080,32,2015-10-13,
1581,4081,32,2015-10-22,
1582,4082,32,2015-04-23,
1583,4083,32,2015-12-03,
1584,4084,32,2015-03-21,
1585,4085,32,2015-12-06,
1586,4086,32,2015-06-27,
1587,4087,32,2015-01-20,
1588,4088,32,2015-06-24,
1589,4089,32,2015-09-11,
1590,4090.32,2015-11-10,
1591,4091,32,2015-02-27,
1592,4092,32,2015-05-19,
1593,4093,32,2015-02-28,
1594,4094,32,2015-03-17,
1595,4095,32,2015-12-22,
1596,4096,32,2015-02-17,
1597,4097,32,2015-06-19,
1598,4098,32,2015-09-16,
1599,4099,32,2015-07-27,
1600,4100,32,2015-12-25,
1601,4101,33,2015-03-26,
1602,4102,33,2015-09-21,
1603,4103,33,2015-12-26,
1604,4104,33,2015-11-27,
1605,4105,33,2015-03-05,
1606,4106,33,2015-02-17,
1607,4107,33,2015-06-24,
1608,4108,33,2015-08-08,
1609,4109,33,2015-09-03,
1610,4110,33,2015-07-22,
1611,4111,33,2015-04-06,
1612,4112,33,2015-07-21,
1613,4113,33,2015-02-03,
1614,4114,33,2015-03-16,
1615,4115,33,2015-10-08,
1616,4116,33,2015-12-21,
1617,4117,33,2015-04-25,
1618,4118,33,2015-04-26,
1619,4119,33,2015-07-02,
1620,4120,33,2015-04-08,
1621,4121,33,2015-07-14,
1622,4122,33,2015-01-26,
1623,4123,33,2015-09-19,
1624,4124,33,2015-02-04,
1625,4125,33,2015-01-28,
1626,4126,33,2015-06-11,
1627,4127,33,2015-04-17,
1628,4128,33,2015-09-06,
1629,4129,33,2015-09-26,
1630,4130,33,2015-06-23,
1631,4131,33,2015-08-05,
1632,4132,33,2015-02-12,
1633,4133,33,2015-09-16,
1634,4134,33,2015-10-16,
1635,4135,33,2015-10-24,
1636,4136,33,2015-12-09,
1637,4137,33,2015-11-14,
1638,4138,33,2015-02-26,
1639,4139,33,2015-09-28,
1640,4140,33,2015-09-13,
1641,4141,33,2015-09-26,
1642,4142,33,2015-02-27,
1643,4143,33,2015-01-11,
1644,4144,33,2015-10-02,
1645,4145,33,2015-05-12,
1646,4146,33,2015-07-13,
1647,4147,33,2015-05-16,
1648,4148,33,2015-07-21,
1649,4149,33,2015-09-26,
1650,4150,33,2015-01-01,
1651,4151,34,2015-05-01,
1652,4152,34,2015-06-20,
1653,4153,34,2015-06-11,
1654,4154,34,2015-10-05,
1655,4155,34,2015-11-19,
1656,4156,34,2015-05-26,
1657,4157,34,2015-12-08,
1658,4158,34,2015-11-08,
1659,4159,34,2015-01-22,
1660,4160,34,2015-05-13,
1661,4161,34,2015-11-10,
1662,4162,34,2015-06-20,
1663,4163,34,2015-03-26,
1664,4164,34,2015-07-07,
1665,4165.34,2015-06-10,
1666,4166,34,2015-02-08,
1667,4167,34,2015-12-09,
1668,4168,34,2015-06-09,
1669,4169,34,2015-10-18,
1670,4170,34,2015-11-20,
1671,4171,34,2015-09-21,
1672,4172,34,2015-01-10,
1673,4173,34,2015-05-15,
1674,4174,34,2015-08-08,
1675,4175,34,2015-11-20,
1676,4176,34,2015-07-20,
1677,4177,34,2015-12-23,
1678,4178,34,2015-02-08,
1679,4179,34,2015-12-18,
1680,4180,34,2015-09-02,
1681,4181,34,2015-05-09,
1682,4182,34,2015-07-20,
1683,4183,34,2015-07-03,
1684,4184,34,2015-01-09,
1685,4185,34,2015-04-05,
1686,4186,34,2015-04-19,
1687,4187,34,2015-01-25,
1688,4188,34,2015-01-15,
1689,4189,34,2015-04-19,
1690,4190,34,2015-11-05,
1691,4191,34,2015-07-10,
1692,4192,34,2015-06-22,
1693,4193,34,2015-10-11,
1694,4194,34,2015-07-22,
1695,4195,34,2015-10-28,
1696,4196,34,2015-11-02,
1697,4197,34,2015-03-05,
1698,4198,34,2015-10-04,
1699,4199,34,2015-04-26,
1700,4200,34,2015-07-20,
1701,4201,35,2015-06-17,
1702,4202,35,2015-12-12,
1703,4203,35,2015-07-16,
1704,4204,35,2015-07-04,
1705,4205,35,2015-07-18,
1706,4206,35,2015-09-17,
1707,4207,35,2015-04-28,
1708,4208,35,2015-11-11,
1709,4209,35,2015-07-09,
1710,4210,35,2015-09-24,
1711,4211,35,2015-12-26,
1712,4212,35,2015-09-14,
1713,4213,35,2015-03-10,
1714,4214,35,2015-10-21,
1715,4215,35,2015-10-03,
1716,4216,35,2015-03-12,
1717,4217,35,2015-11-24,
1718,4218,35,2015-11-01,
1719,4219,35,2015-01-26,
1720,4220,35,2015-03-28,
1721,4221,35,2015-01-28,
1722,4222,35,2015-10-18,
1723,4223,35,2015-01-18,
1724,4224,35,2015-05-27,
1725,4225,35,2015-09-12,
1726,4226,35,2015-03-17,
1727,4227,35,2015-02-28,
1728,4228,35,2015-09-26,
1729,4229,35,2015-06-11,
1730,4230,35,2015-07-02,
1731,4231,35,2015-09-16,
1732,4232,35,2015-06-22,
1733,4233,35,2015-09-27,
1734,4234,35,2015-02-25,
1735,4235,35,2015-01-01,
1736,4236,35,2015-03-20,
1737,4237,35,2015-04-28,
1738,4238,35,2015-05-03,
1739,4239,35,2015-02-14,
1740,4240.35,2015-06-27,
1741,4241,35,2015-11-05,
1742,4242,35,2015-07-22,
1743,4243,35,2015-05-28,
1744,4244,35,2015-01-03,
1745,4245,35,2015-10-06,
1746,4246,35,2015-07-23,
1747,4247,35,2015-04-28,
1748,4248,35,2015-05-07,
1749,4249,35,2015-09-24,
1750,4250,35,2015-01-09,
1751,4251,36,2015-06-24,
1752,4252,36,2015-12-21,
1753,4253,36,2015-09-20,
1754,4254,36,2015-08-10,
1755,4255,36,2015-03-28,
1756,4256,36,2015-05-01,
1757,4257,36,2015-11-01,
1758,4258,36,2015-10-07,
1759,4259,36,2015-09-08,
1760,4260,36,2015-11-22,
1761,4261,36,2015-04-08,
1762,4262,36,2015-03-19,
1763,4263,36,2015-07-03,
1764,4264,36,2015-10-19,
1765,4265,36,2015-01-06,
1766,4266,36,2015-03-28,
1767,4267,36,2015-04-20,
1768,4268,36,2015-02-11,
1769,4269,36,2015-06-09,
1770,4270,36,2015-07-27,
1771,4271,36,2015-06-27,
1772,4272,36,2015-04-25,
1773,4273,36,2015-08-04,
1774,4274,36,2015-02-25,
1775,4275,36,2015-06-03,
1776,4276,36,2015-12-10,
1777,4277,36,2015-04-13,
1778,4278,36,2015-06-18,
1779,4279,36,2015-01-01,
1780,4280,36,2015-07-04,
1781,4281,36,2015-09-23,
1782,4282,36,2015-10-02,
1783,4283,36,2015-07-03,
1784,4284,36,2015-10-12,
1785,4285,36,2015-09-21,
1786,4286,36,2015-05-21,
1787,4287,36,2015-03-14,
1788,4288,36,2015-06-15,
1789,4289,36,2015-08-11,
1790,4290,36,2015-08-11,
1791,4291,36,2015-11-13,
1792,4292,36,2015-02-16,
1793,4293,36,2015-08-13,
1794,4294,36,2015-04-17,
1795,4295,36,2015-08-08,
1796,4296,36,2015-02-12,
1797,4297,36,2015-08-19,
1798,4298,36,2015-12-09,
1799,4299,36,2015-12-09,
1800,4300,36,2015-06-04,
1801,4301,37,2015-03-15,
1802,4302,37,2015-07-21,
1803,4303,37,2015-11-11,
1804,4304,37,2015-08-18,
1805,4305,37,2015-09-01,
