idEmpleado,idPuesto,idPersona,Salario,idParque,Descripcion
621,4,621,164725,'Conservacion de Habitat Animal'
622,4,622,171525,'Mantenimiento de Instalaciones'
623,4,623,169625,'Mantenimiento de Rutas'
624,4,624,170025,'Conservacion de Habitat Animal'
625,4,625,179825,'Mantenimiento de Instalaciones'
626,1,626,1368,26,'1'
627,1,627,1446,26,'2'
628,2,628,1386,26,NULL
629,2,629,1444,26,NULL
630,2,630,1320,26,NULL
631,2,631,1476,26,NULL
632,2,632,1118,26,NULL
633,3,633,1222,26,'Licenciatura en Zoologia'
634,3,634,1083,26,'Bachillerato en Botanica'
635,3,635,1107,26,'Doctorado en Vida Marina'
636,4,636,162926,'Mantenimiento de Rutas'
637,4,637,176726,'Conservacion de Habitat Animal'
638,4,638,178626,'Mantenimiento de Instalaciones'
639,4,639,152226,'Mantenimiento de Rutas'
640,4,640,171226,'Conservacion de Habitat Animal'
641,4,641,175626,'Mantenimiento de Instalaciones'
642,4,642,166526,'Mantenimiento de Rutas'
643,4,643,163926,'Conservacion de Habitat Animal'
644,4,644,172026,'Mantenimiento de Instalaciones'
645,4,645,158226,'Mantenimiento de Rutas'
646,4,646,169626,'Conservacion de Habitat Animal'
647,4,647,179426,'Mantenimiento de Instalaciones'
648,4,648,173726,'Mantenimiento de Rutas'
649,4,649,172026,'Conservacion de Habitat Animal'
650,4,650,178226,'Mantenimiento de Instalaciones'
651,1,651,1042,27,'1'
652,1,652,1470,27,'2'
653,2,653,1445,27,NULL
654,2,654,1271,27,NULL
655,2,655,1164,27,NULL
656,2,656,1362,27,NULL
657,2,657,1290,27,NULL
658,3,658,1348,27,'Licenciatura en Zoologia'
659,3,659,1067,27,'Bachillerato en Botanica'
660,3,660,1080,27,'Doctorado en Vida Marina'
661,4,661,159827,'Mantenimiento de Rutas'
662,4,662,168327,'Conservacion de Habitat Animal'
663,4,663,174927,'Mantenimiento de Instalaciones'
664,4,664,157427,'Mantenimiento de Rutas'
665,4,665,171127,'Conservacion de Habitat Animal'
666,4,666,170427,'Mantenimiento de Instalaciones'
667,4,667,170827,'Mantenimiento de Rutas'
668,4,668,166527,'Conservacion de Habitat Animal'
669,4,669,173027,'Mantenimiento de Instalaciones'
670,4,670,158927,'Mantenimiento de Rutas'
671,4,671,164327,'Conservacion de Habitat Animal'
672,4,672,178527,'Mantenimiento de Instalaciones'
673,4,673,154227,'Mantenimiento de Rutas'
674,4,674,178727,'Conservacion de Habitat Animal'
675,4,675,173927,'Mantenimiento de Instalaciones'
676,1,676,1498,28,'1'
677,1,677,1136,28,'2'
678,2,678,1025,28,NULL
679,2,679,1138,28,NULL
680,2,680,1021,28,NULL
681,2,681,1464,28,NULL
682,2,682,1018,28,NULL
683,3,683,1229,28,'Licenciatura en Zoologia'
684,3,684,1193,28,'Bachillerato en Botanica'
685,3,685,1485,28,'Doctorado en Vida Marina'
686,4,686,160828,'Mantenimiento de Rutas'
687,4,687,170428,'Conservacion de Habitat Animal'
688,4,688,175328,'Mantenimiento de Instalaciones'
689,4,689,159828,'Mantenimiento de Rutas'
690,4,690,175528,'Conservacion de Habitat Animal'
691,4,691,178828,'Mantenimiento de Instalaciones'
692,4,692,159228,'Mantenimiento de Rutas'
693,4,693,177628,'Conservacion de Habitat Animal'
694,4,694,175028,'Mantenimiento de Instalaciones'
695,4,695,158028,'Mantenimiento de Rutas'
696,4,696,163028,'Conservacion de Habitat Animal'
697,4,697,171528,'Mantenimiento de Instalaciones'
698,4,698,155828,'Mantenimiento de Rutas'
699,4,699,173628,'Conservacion de Habitat Animal'
700,4,700,178928,'Mantenimiento de Instalaciones'
701,1,701,1224,29,'1'
702,1,702,1112,29,'2'
703,2,703,1490,29,NULL
704,2,704,1427,29,NULL
705,2,705,1219,29,NULL
706,2,706,1047,29,NULL
707,2,707,1261,29,NULL
708,3,708,1096,29,'Licenciatura en Zoologia'
709,3,709,1274,29,'Bachillerato en Botanica'
710,3,710,1315,29,'Doctorado en Vida Marina'
711,4,711,151929,'Mantenimiento de Rutas'
712,4,712,174429,'Conservacion de Habitat Animal'
713,4,713,174329,'Mantenimiento de Instalaciones'
714,4,714,152429,'Mantenimiento de Rutas'
715,4,715,162929,'Conservacion de Habitat Animal'
716,4,716,170629,'Mantenimiento de Instalaciones'
717,4,717,169829,'Mantenimiento de Rutas'
718,4,718,170529,'Conservacion de Habitat Animal'
719,4,719,172829,'Mantenimiento de Instalaciones'
720,4,720,159529,'Mantenimiento de Rutas'
721,4,721,175529,'Conservacion de Habitat Animal'
722,4,722,174529,'Mantenimiento de Instalaciones'
723,4,723,163429,'Mantenimiento de Rutas'
724,4,724,165329,'Conservacion de Habitat Animal'
725,4,725,171429,'Mantenimiento de Instalaciones'
726,1,726,1461,30,'1'
727,1,727,1269,30,'2'
728,2,728,1162,30,NULL
729,2,729,1033,30,NULL
730,2,730,1371,30,NULL
731,2,731,1389,30,NULL
732,2,732,1083,30,NULL
733,3,733,1383,30,'Licenciatura en Zoologia'
734,3,734,1230,30,'Bachillerato en Botanica'
735,3,735,1430,30,'Doctorado en Vida Marina'
736,4,736,150630,'Mantenimiento de Rutas'
737,4,737,165930,'Conservacion de Habitat Animal'
738,4,738,178430,'Mantenimiento de Instalaciones'
739,4,739,168630,'Mantenimiento de Rutas'
740,4,740,162930,'Conservacion de Habitat Animal'
741,4,741,180030,'Mantenimiento de Instalaciones'
742,4,742,162230,'Mantenimiento de Rutas'
743,4,743,177830,'Conservacion de Habitat Animal'
744,4,744,170730,'Mantenimiento de Instalaciones'
745,4,745,163730,'Mantenimiento de Rutas'
746,4,746,164230,'Conservacion de Habitat Animal'
747,4,747,170530,'Mantenimiento de Instalaciones'
748,4,748,159530,'Mantenimiento de Rutas'
749,4,749,174830,'Conservacion de Habitat Animal'
750,4,750,170130,'Mantenimiento de Instalaciones'
751,1,751,1154,31,'1'
752,1,752,1060,31,'2'
753,2,753,1013,31,NULL
754,2,754,1037,31,NULL
755,2,755,1408,31,NULL
756,2,756,1203,31,NULL
757,2,757,1424,31,NULL
758,3,758,1205,31,'Licenciatura en Zoologia'
759,3,759,1018,31,'Bachillerato en Botanica'
760,3,760,1208,31,'Doctorado en Vida Marina'
761,4,761,167131,'Mantenimiento de Rutas'
762,4,762,160231,'Conservacion de Habitat Animal'
763,4,763,178631,'Mantenimiento de Instalaciones'
764,4,764,159631,'Mantenimiento de Rutas'
765,4,765,176231,'Conservacion de Habitat Animal'
766,4,766,178331,'Mantenimiento de Instalaciones'
767,4,767,155631,'Mantenimiento de Rutas'
768,4,768,170631,'Conservacion de Habitat Animal'
769,4,769,179831,'Mantenimiento de Instalaciones'
770,4,770,166831,'Mantenimiento de Rutas'
771,4,771,164231,'Conservacion de Habitat Animal'
772,4,772,170331,'Mantenimiento de Instalaciones'
773,4,773,151131,'Mantenimiento de Rutas'
774,4,774,168131,'Conservacion de Habitat Animal'
775,4,775,172031,'Mantenimiento de Instalaciones'
776,1,776,1322,32,'1'
777,1,777,1034,32,'2'
778,2,778,1238,32,NULL
779,2,779,1237,32,NULL
780,2,780,1122,32,NULL
781,2,781,1449,32,NULL
782,2,782,1285,32,NULL
783,3,783,1030,32,'Licenciatura en Zoologia'
784,3,784,1404,32,'Bachillerato en Botanica'
785,3,785,1225,32,'Doctorado en Vida Marina'
786,4,786,152232,'Mantenimiento de Rutas'
787,4,787,176232,'Conservacion de Habitat Animal'
788,4,788,173732,'Mantenimiento de Instalaciones'
789,4,789,165832,'Mantenimiento de Rutas'
790,4,790,165432,'Conservacion de Habitat Animal'
791,4,791,171032,'Mantenimiento de Instalaciones'
792,4,792,153332,'Mantenimiento de Rutas'
793,4,793,174932,'Conservacion de Habitat Animal'
794,4,794,178432,'Mantenimiento de Instalaciones'
795,4,795,160532,'Mantenimiento de Rutas'
796,4,796,174732,'Conservacion de Habitat Animal'
797,4,797,175832,'Mantenimiento de Instalaciones'
798,4,798,155332,'Mantenimiento de Rutas'
799,4,799,169932,'Conservacion de Habitat Animal'
800,4,800,176032,'Mantenimiento de Instalaciones'
801,1,801,1364,33,'1'
802,1,802,1500,33,'2'
803,2,803,1449,33,NULL
804,2,804,1314,33,NULL
805,2,805,1095,33,NULL
806,2,806,1108,33,NULL
807,2,807,1326,33,NULL
808,3,808,1366,33,'Licenciatura en Zoologia'
809,3,809,1152,33,'Bachillerato en Botanica'
810,3,810,1003,33,'Doctorado en Vida Marina'
811,4,811,157333,'Mantenimiento de Rutas'
812,4,812,166333,'Conservacion de Habitat Animal'
813,4,813,177333,'Mantenimiento de Instalaciones'
814,4,814,174333,'Mantenimiento de Rutas'
815,4,815,173433,'Conservacion de Habitat Animal'
816,4,816,170433,'Mantenimiento de Instalaciones'
817,4,817,169633,'Mantenimiento de Rutas'
818,4,818,170733,'Conservacion de Habitat Animal'
819,4,819,171233,'Mantenimiento de Instalaciones'
820,4,820,168533,'Mantenimiento de Rutas'
821,4,821,172633,'Conservacion de Habitat Animal'
822,4,822,171433,'Mantenimiento de Instalaciones'
823,4,823,152833,'Mantenimiento de Rutas'
824,4,824,171333,'Conservacion de Habitat Animal'
825,4,825,170733,'Mantenimiento de Instalaciones'
826,1,826,1054,34,'1'
827,1,827,1369,34,'2'
828,2,828,1090,34,NULL
829,2,829,1435,34,NULL
830,2,830,1293,34,NULL
831,2,831,1365,34,NULL
832,2,832,1150,34,NULL
833,3,833,1250,34,'Licenciatura en Zoologia'
834,3,834,1353,34,'Bachillerato en Botanica'
835,3,835,1065,34,'Doctorado en Vida Marina'
836,4,836,160934,'Mantenimiento de Rutas'
837,4,837,173134,'Conservacion de Habitat Animal'
838,4,838,179834,'Mantenimiento de Instalaciones'
839,4,839,158834,'Mantenimiento de Rutas'
840,4,840,175734,'Conservacion de Habitat Animal'
841,4,841,178734,'Mantenimiento de Instalaciones'
842,4,842,167634,'Mantenimiento de Rutas'
843,4,843,178834,'Conservacion de Habitat Animal'
844,4,844,179734,'Mantenimiento de Instalaciones'
845,4,845,172834,'Mantenimiento de Rutas'
846,4,846,178734,'Conservacion de Habitat Animal'
847,4,847,170634,'Mantenimiento de Instalaciones'
848,4,848,174534,'Mantenimiento de Rutas'
849,4,849,162034,'Conservacion de Habitat Animal'
850,4,850,171334,'Mantenimiento de Instalaciones'
851,1,851,1184,35,'1'
852,1,852,1169,35,'2'
853,2,853,1412,35,NULL
854,2,854,1434,35,NULL
855,2,855,1112,35,NULL
856,2,856,1362,35,NULL
857,2,857,1179,35,NULL
858,3,858,1087,35,'Licenciatura en Zoologia'
859,3,859,1461,35,'Bachillerato en Botanica'
860,3,860,1165,35,'Doctorado en Vida Marina'
861,4,861,167735,'Mantenimiento de Rutas'
862,4,862,163135,'Conservacion de Habitat Animal'
863,4,863,175235,'Mantenimiento de Instalaciones'
864,4,864,152035,'Mantenimiento de Rutas'
865,4,865,175235,'Conservacion de Habitat Animal'
866,4,866,170835,'Mantenimiento de Instalaciones'
867,4,867,152935,'Mantenimiento de Rutas'
868,4,868,178035,'Conservacion de Habitat Animal'
869,4,869,174335,'Mantenimiento de Instalaciones'
870,4,870,163735,'Mantenimiento de Rutas'
871,4,871,166835,'Conservacion de Habitat Animal'
872,4,872,172135,'Mantenimiento de Instalaciones'
873,4,873,157635,'Mantenimiento de Rutas'
874,4,874,171035,'Conservacion de Habitat Animal'
875,4,875,170735,'Mantenimiento de Instalaciones'
876,1,876,1407,36,'1'
877,1,877,1446,36,'2'
878,2,878,1155,36,NULL
879,2,879,1283,36,NULL
880,2,880,1353,36,NULL
881,2,881,1122,36,NULL
882,2,882,1233,36,NULL
883,3,883,1397,36,'Licenciatura en Zoologia'
884,3,884,1402,36,'Bachillerato en Botanica'
885,3,885,1082,36,'Doctorado en Vida Marina'
886,4,886,168736,'Mantenimiento de Rutas'
887,4,887,170636,'Conservacion de Habitat Animal'
888,4,888,177736,'Mantenimiento de Instalaciones'
889,4,889,157236,'Mantenimiento de Rutas'
890,4,890,176036,'Conservacion de Habitat Animal'
891,4,891,171636,'Mantenimiento de Instalaciones'
892,4,892,159036,'Mantenimiento de Rutas'
893,4,893,160536,'Conservacion de Habitat Animal'
894,4,894,174936,'Mantenimiento de Instalaciones'
895,4,895,152036,'Mantenimiento de Rutas'
896,4,896,161936,'Conservacion de Habitat Animal'
897,4,897,178336,'Mantenimiento de Instalaciones'
898,4,898,170736,'Mantenimiento de Rutas'
899,4,899,169936,'Conservacion de Habitat Animal'
900,4,900,170736,'Mantenimiento de Instalaciones'
901,1,901,1156,37,'1'
902,1,902,1463,37,'2'
903,2,903,1335,37,NULL
904,2,904,1491,37,NULL
905,2,905,1351,37,NULL
906,2,906,1486,37,NULL
907,2,907,1306,37,NULL
908,3,908,1010,37,'Licenciatura en Zoologia'
909,3,909,1166,37,'Bachillerato en Botanica'
910,3,910,1170,37,'Doctorado en Vida Marina'
911,4,911,151837,'Mantenimiento de Rutas'
912,4,912,178737,'Conservacion de Habitat Animal'
913,4,913,173637,'Mantenimiento de Instalaciones'
914,4,914,163637,'Mantenimiento de Rutas'
915,4,915,166137,'Conservacion de Habitat Animal'
916,4,916,174437,'Mantenimiento de Instalaciones'
917,4,917,172737,'Mantenimiento de Rutas'
918,4,918,179137,'Conservacion de Habitat Animal'
919,4,919,170137,'Mantenimiento de Instalaciones'
920,4,920,173837,'Mantenimiento de Rutas'
921,4,921,170537,'Conservacion de Habitat Animal'
922,4,922,171837,'Mantenimiento de Instalaciones'
923,4,923,155237,'Mantenimiento de Rutas'
924,4,924,173637,'Conservacion de Habitat Animal'
925,4,925,173037,'Mantenimiento de Instalaciones'
926,1,926,1380,38,'1'
927,1,927,1228,38,'2'
928,2,928,1359,38,NULL
929,2,929,1122,38,NULL
930,2,930,1257,38,NULL
931,2,931,1344,38,NULL
932,2,932,1108,38,NULL
933,3,933,1088,38,'Licenciatura en Zoologia'
934,3,934,1017,38,'Bachillerato en Botanica'
935,3,935,1343,38,'Doctorado en Vida Marina'
936,4,936,156938,'Mantenimiento de Rutas'
937,4,937,173438,'Conservacion de Habitat Animal'
938,4,938,176838,'Mantenimiento de Instalaciones'
939,4,939,160438,'Mantenimiento de Rutas'
940,4,940,163738,'Conservacion de Habitat Animal'
941,4,941,172738,'Mantenimiento de Instalaciones'
942,4,942,165238,'Mantenimiento de Rutas'
943,4,943,173138,'Conservacion de Habitat Animal'
944,4,944,176838,'Mantenimiento de Instalaciones'
945,4,945,156438,'Mantenimiento de Rutas'
946,4,946,176338,'Conservacion de Habitat Animal'
947,4,947,171638,'Mantenimiento de Instalaciones'
948,4,948,159038,'Mantenimiento de Rutas'
949,4,949,175038,'Conservacion de Habitat Animal'
950,4,950,176638,'Mantenimiento de Instalaciones'
951,1,951,1443,39,'1'
952,1,952,1018,39,'2'
953,2,953,1395,39,NULL
954,2,954,1308,39,NULL
955,2,955,1090,39,NULL
956,2,956,1242,39,NULL
957,2,957,1175,39,NULL
958,3,958,1112,39,'Licenciatura en Zoologia'
959,3,959,1443,39,'Bachillerato en Botanica'
960,3,960,1160,39,'Doctorado en Vida Marina'
961,4,961,157439,'Mantenimiento de Rutas'
962,4,962,166039,'Conservacion de Habitat Animal'
963,4,963,172139,'Mantenimiento de Instalaciones'
964,4,964,168739,'Mantenimiento de Rutas'
965,4,965,160839,'Conservacion de Habitat Animal'
966,4,966,178539,'Mantenimiento de Instalaciones'
967,4,967,166939,'Mantenimiento de Rutas'
968,4,968,171839,'Conservacion de Habitat Animal'
969,4,969,171739,'Mantenimiento de Instalaciones'
970,4,970,158839,'Mantenimiento de Rutas'
971,4,971,177039,'Conservacion de Habitat Animal'
972,4,972,177339,'Mantenimiento de Instalaciones'
973,4,973,165439,'Mantenimiento de Rutas'
974,4,974,169939,'Conservacion de Habitat Animal'
975,4,975,173139,'Mantenimiento de Instalaciones'
976,1,976,1363,40,'1'
977,1,977,1437,40,'2'
978,2,978,1412,40,NULL
979,2,979,1040,40,NULL
980,2,980,1440,40,NULL
981,2,981,1152,40,NULL
982,2,982,1104,40,NULL
983,3,983,1485,40,'Licenciatura en Zoologia'
984,3,984,1096,40,'Bachillerato en Botanica'
985,3,985,1019,40,'Doctorado en Vida Marina'
986,4,986,165240,'Mantenimiento de Rutas'
987,4,987,162140,'Conservacion de Habitat Animal'
988,4,988,176440,'Mantenimiento de Instalaciones'
989,4,989,161540,'Mantenimiento de Rutas'
990,4,990,163740,'Conservacion de Habitat Animal'
991,4,991,176640,'Mantenimiento de Instalaciones'
992,4,992,174440,'Mantenimiento de Rutas'
993,4,993,162140,'Conservacion de Habitat Animal'
994,4,994,179940,'Mantenimiento de Instalaciones'
995,4,995,159740,'Mantenimiento de Rutas'
996,4,996,160040,'Conservacion de Habitat Animal'
997,4,997,178840,'Mantenimiento de Instalaciones'
998,4,998,153640,'Mantenimiento de Rutas'
999,4,999,165940,'Conservacion de Habitat Animal'
1000,4,1000,176140,'Mantenimiento de Instalaciones'
1001,1,1001,1290,41,'1'
1002,1,1002,1439,41,'2'
1003,2,1003,1116,41,NULL
1004,2,1004,1420,41,NULL
1005,2,1005,1484,41,NULL
1006,2,1006,1370,41,NULL
1007,2,1007,1218,41,NULL
1008,3,1008,1226,41,'Licenciatura en Zoologia'
1009,3,1009,1124,41,'Bachillerato en Botanica'
1010,3,1010,1095,41,'Doctorado en Vida Marina'
1011,4,1011,154041,'Mantenimiento de Rutas'
1012,4,1012,161541,'Conservacion de Habitat Animal'
1013,4,1013,171341,'Mantenimiento de Instalaciones'
1014,4,1014,155341,'Mantenimiento de Rutas'
1015,4,1015,167441,'Conservacion de Habitat Animal'
1016,4,1016,172141,'Mantenimiento de Instalaciones'
1017,4,1017,158241,'Mantenimiento de Rutas'
1018,4,1018,174941,'Conservacion de Habitat Animal'
1019,4,1019,170941,'Mantenimiento de Instalaciones'
1020,4,1020,151241,'Mantenimiento de Rutas'
1021,4,1021,169941,'Conservacion de Habitat Animal'
1022,4,1022,175041,'Mantenimiento de Instalaciones'
1023,4,1023,151241,'Mantenimiento de Rutas'
1024,4,1024,174341,'Conservacion de Habitat Animal'
1025,4,1025,171741,'Mantenimiento de Instalaciones'
1026,1,1026,1155,42,'1'
1027,1,1027,1038,42,'2'
1028,2,1028,1414,42,NULL
1029,2,1029,1232,42,NULL
1030,2,1030,1133,42,NULL
1031,2,1031,1436,42,NULL
1032,2,1032,1282,42,NULL
1033,3,1033,1015,42,'Licenciatura en Zoologia'
1034,3,1034,1175,42,'Bachillerato en Botanica'
1035,3,1035,1456,42,'Doctorado en Vida Marina'
1036,4,1036,161142,'Mantenimiento de Rutas'
1037,4,1037,178642,'Conservacion de Habitat Animal'
1038,4,1038,175642,'Mantenimiento de Instalaciones'
1039,4,1039,152442,'Mantenimiento de Rutas'
1040,4,1040,164242,'Conservacion de Habitat Animal'
1041,4,1041,172542,'Mantenimiento de Instalaciones'
1042,4,1042,171442,'Mantenimiento de Rutas'
1043,4,1043,172642,'Conservacion de Habitat Animal'
1044,4,1044,178542,'Mantenimiento de Instalaciones'
1045,4,1045,169642,'Mantenimiento de Rutas'
1046,4,1046,166342,'Conservacion de Habitat Animal'
1047,4,1047,178942,'Mantenimiento de Instalaciones'
1048,4,1048,161042,'Mantenimiento de Rutas'
1049,4,1049,168442,'Conservacion de Habitat Animal'
1050,4,1050,172542,'Mantenimiento de Instalaciones'
1051,1,1051,1120,43,'1'
1052,1,1052,1018,43,'2'
1053,2,1053,1266,43,NULL
1054,2,1054,1129,43,NULL
1055,2,1055,1485,43,NULL
1056,2,1056,1331,43,NULL
1057,2,1057,1498,43,NULL
1058,3,1058,1100,43,'Licenciatura en Zoologia'
1059,3,1059,1462,43,'Bachillerato en Botanica'
1060,3,1060,1285,43,'Doctorado en Vida Marina'
1061,4,1061,156643,'Mantenimiento de Rutas'
1062,4,1062,163543,'Conservacion de Habitat Animal'
1063,4,1063,179943,'Mantenimiento de Instalaciones'
1064,4,1064,152843,'Mantenimiento de Rutas'
1065,4,1065,163043,'Conservacion de Habitat Animal'
1066,4,1066,170843,'Mantenimiento de Instalaciones'
1067,4,1067,174143,'Mantenimiento de Rutas'
1068,4,1068,171343,'Conservacion de Habitat Animal'
1069,4,1069,176143,'Mantenimiento de Instalaciones'
1070,4,1070,151043,'Mantenimiento de Rutas'
1071,4,1071,179943,'Conservacion de Habitat Animal'
1072,4,1072,175743,'Mantenimiento de Instalaciones'
1073,4,1073,157543,'Mantenimiento de Rutas'
1074,4,1074,174843,'Conservacion de Habitat Animal'
1075,4,1075,177543,'Mantenimiento de Instalaciones'
1076,1,1076,1304,44,'1'
1077,1,1077,1353,44,'2'
1078,2,1078,1451,44,NULL
1079,2,1079,1316,44,NULL
1080,2,1080,1259,44,NULL
1081,2,1081,1038,44,NULL
1082,2,1082,1284,44,NULL
1083,3,1083,1461,44,'Licenciatura en Zoologia'
1084,3,1084,1171,44,'Bachillerato en Botanica'
1085,3,1085,1411,44,'Doctorado en Vida Marina'
1086,4,1086,160544,'Mantenimiento de Rutas'
1087,4,1087,161944,'Conservacion de Habitat Animal'
1088,4,1088,178044,'Mantenimiento de Instalaciones'
1089,4,1089,170944,'Mantenimiento de Rutas'
1090,4,1090,165444,'Conservacion de Habitat Animal'
1091,4,1091,172544,'Mantenimiento de Instalaciones'
1092,4,1092,152244,'Mantenimiento de Rutas'
1093,4,1093,167444,'Conservacion de Habitat Animal'
1094,4,1094,175044,'Mantenimiento de Instalaciones'
1095,4,1095,159244,'Mantenimiento de Rutas'
1096,4,1096,161944,'Conservacion de Habitat Animal'
1097,4,1097,177544,'Mantenimiento de Instalaciones'
1098,4,1098,150044,'Mantenimiento de Rutas'
1099,4,1099,175744,'Conservacion de Habitat Animal'
1100,4,1100,177144,'Mantenimiento de Instalaciones'
1101,1,1101,1141,45,'1'
1102,1,1102,1426,45,'2'
1103,2,1103,1412,45,NULL
1104,2,1104,1115,45,NULL
1105,2,1105,1422,45,NULL
1106,2,1106,1045,45,NULL
1107,2,1107,1112,45,NULL
1108,3,1108,1277,45,'Licenciatura en Zoologia'
1109,3,1109,1068,45,'Bachillerato en Botanica'
1110,3,1110,1119,45,'Doctorado en Vida Marina'
1111,4,1111,166045,'Mantenimiento de Rutas'
1112,4,1112,176645,'Conservacion de Habitat Animal'
1113,4,1113,172145,'Mantenimiento de Instalaciones'
1114,4,1114,163945,'Mantenimiento de Rutas'
1115,4,1115,170145,'Conservacion de Habitat Animal'
1116,4,1116,173245,'Mantenimiento de Instalaciones'
1117,4,1117,157145,'Mantenimiento de Rutas'
1118,4,1118,163945,'Conservacion de Habitat Animal'
1119,4,1119,176745,'Mantenimiento de Instalaciones'
1120,4,1120,162445,'Mantenimiento de Rutas'
1121,4,1121,165545,'Conservacion de Habitat Animal'
1122,4,1122,173745,'Mantenimiento de Instalaciones'
1123,4,1123,166745,'Mantenimiento de Rutas'
1124,4,1124,167345,'Conservacion de Habitat Animal'
1125,4,1125,172145,'Mantenimiento de Instalaciones'
1126,1,1126,1313,46,'1'
1127,1,1127,1189,46,'2'
1128,2,1128,1472,46,NULL
1129,2,1129,1335,46,NULL
1130,2,1130,1308,46,NULL
1131,2,1131,1396,46,NULL
1132,2,1132,1239,46,NULL
1133,3,1133,1495,46,'Licenciatura en Zoologia'
1134,3,1134,1142,46,'Bachillerato en Botanica'
1135,3,1135,1283,46,'Doctorado en Vida Marina'
1136,4,1136,163446,'Mantenimiento de Rutas'
1137,4,1137,173246,'Conservacion de Habitat Animal'
1138,4,1138,178346,'Mantenimiento de Instalaciones'
1139,4,1139,161046,'Mantenimiento de Rutas'
1140,4,1140,175646,'Conservacion de Habitat Animal'
1141,4,1141,173346,'Mantenimiento de Instalaciones'
1142,4,1142,163146,'Mantenimiento de Rutas'
1143,4,1143,176446,'Conservacion de Habitat Animal'
1144,4,1144,178446,'Mantenimiento de Instalaciones'
1145,4,1145,163646,'Mantenimiento de Rutas'
1146,4,1146,164846,'Conservacion de Habitat Animal'
1147,4,1147,177146,'Mantenimiento de Instalaciones'
1148,4,1148,163146,'Mantenimiento de Rutas'
1149,4,1149,172146,'Conservacion de Habitat Animal'
1150,4,1150,177946,'Mantenimiento de Instalaciones'
1151,1,1151,1102,47,'1'
1152,1,1152,1032,47,'2'
1153,2,1153,1200,47,NULL
1154,2,1154,1117,47,NULL
1155,2,1155,1197,47,NULL
1156,2,1156,1291,47,NULL
1157,2,1157,1179,47,NULL
1158,3,1158,1453,47,'Licenciatura en Zoologia'
1159,3,1159,1265,47,'Bachillerato en Botanica'
1160,3,1160,1144,47,'Doctorado en Vida Marina'
1161,4,1161,157047,'Mantenimiento de Rutas'
1162,4,1162,175947,'Conservacion de Habitat Animal'
1163,4,1163,175147,'Mantenimiento de Instalaciones'
1164,4,1164,173247,'Mantenimiento de Rutas'
1165,4,1165,160547,'Conservacion de Habitat Animal'
1166,4,1166,175647,'Mantenimiento de Instalaciones'
1167,4,1167,157347,'Mantenimiento de Rutas'
1168,4,1168,176947,'Conservacion de Habitat Animal'
1169,4,1169,172747,'Mantenimiento de Instalaciones'
1170,4,1170,159447,'Mantenimiento de Rutas'
1171,4,1171,167847,'Conservacion de Habitat Animal'
1172,4,1172,177847,'Mantenimiento de Instalaciones'
1173,4,1173,170347,'Mantenimiento de Rutas'
1174,4,1174,175747,'Conservacion de Habitat Animal'
1175,4,1175,178647,'Mantenimiento de Instalaciones'
1176,1,1176,1199,48,'1'
1177,1,1177,1341,48,'2'
1178,2,1178,1237,48,NULL
1179,2,1179,1068,48,NULL
1180,2,1180,1486,48,NULL
1181,2,1181,1221,48,NULL
1182,2,1182,1459,48,NULL
1183,3,1183,1266,48,'Licenciatura en Zoologia'
1184,3,1184,1493,48,'Bachillerato en Botanica'
1185,3,1185,1010,48,'Doctorado en Vida Marina'
1186,4,1186,151648,'Mantenimiento de Rutas'
1187,4,1187,160848,'Conservacion de Habitat Animal'
1188,4,1188,170948,'Mantenimiento de Instalaciones'
1189,4,1189,160648,'Mantenimiento de Rutas'
1190,4,1190,176548,'Conservacion de Habitat Animal'
1191,4,1191,175248,'Mantenimiento de Instalaciones'
1192,4,1192,165548,'Mantenimiento de Rutas'
1193,4,1193,170948,'Conservacion de Habitat Animal'
1194,4,1194,170448,'Mantenimiento de Instalaciones'
1195,4,1195,152848,'Mantenimiento de Rutas'
1196,4,1196,175248,'Conservacion de Habitat Animal'
1197,4,1197,175648,'Mantenimiento de Instalaciones'
1198,4,1198,154248,'Mantenimiento de Rutas'
1199,4,1199,162048,'Conservacion de Habitat Animal'
1200,4,1200,171448,'Mantenimiento de Instalaciones'
1201,1,1201,1439,49,'1'
1202,1,1202,1074,49,'2'
1203,2,1203,1167,49,NULL
1204,2,1204,1198,49,NULL
1205,2,1205,1046,49,NULL
1206,2,1206,1151,49,NULL
1207,2,1207,1177,49,NULL
1208,3,1208,1092,49,'Licenciatura en Zoologia'
1209,3,1209,1458,49,'Bachillerato en Botanica'
1210,3,1210,1047,49,'Doctorado en Vida Marina'
1211,4,1211,150849,'Mantenimiento de Rutas'
1212,4,1212,172449,'Conservacion de Habitat Animal'
1213,4,1213,174649,'Mantenimiento de Instalaciones'
1214,4,1214,157649,'Mantenimiento de Rutas'
1215,4,1215,167149,'Conservacion de Habitat Animal'
1216,4,1216,172949,'Mantenimiento de Instalaciones'
1217,4,1217,157949,'Mantenimiento de Rutas'
1218,4,1218,175649,'Conservacion de Habitat Animal'
1219,4,1219,175649,'Mantenimiento de Instalaciones'
1220,4,1220,154149,'Mantenimiento de Rutas'
1221,4,1221,176749,'Conservacion de Habitat Animal'
1222,4,1222,177549,'Mantenimiento de Instalaciones'
1223,4,1223,152249,'Mantenimiento de Rutas'
1224,4,1224,174949,'Conservacion de Habitat Animal'
1225,4,1225,172549,'Mantenimiento de Instalaciones'
1226,1,1226,1116,50,'1'
